sample_id,sra_study,bioproject
SAMN06110208,SRP095580,PRJNA319574
SAMN06110094,SRP095580,PRJNA319574
SAMN06110191,SRP095580,PRJNA319574
SAMN06110359,SRP095580,PRJNA319574
SAMN06110441,SRP095580,PRJNA319574
SAMN06110190,SRP095580,PRJNA319574
SAMN06110245,SRP095580,PRJNA319574
SAMN06110242,SRP095580,PRJNA319574
SAMN06110045,SRP095580,PRJNA319574
SAMN06110248,SRP095580,PRJNA319574
SAMN06110129,SRP095580,PRJNA319574
SAMN06110156,SRP095580,PRJNA319574
SAMN06110458,SRP095580,PRJNA319574
SAMN06110304,SRP095580,PRJNA319574
SAMN06110396,SRP095580,PRJNA319574
SAMN06110139,SRP095580,PRJNA319574
SAMN06110082,SRP095580,PRJNA319574
SAMN06110319,SRP095580,PRJNA319574
SAMN06110200,SRP095580,PRJNA319574
SAMN06110449,SRP095580,PRJNA319574
SAMN06110239,SRP095580,PRJNA319574
SAMN06110301,SRP095580,PRJNA319574
SAMN06110206,SRP095580,PRJNA319574
SAMN06110104,SRP095580,PRJNA319574
SAMN06110020,SRP095580,PRJNA319574
SAMN06110150,SRP095580,PRJNA319574
SAMN06110361,SRP095580,PRJNA319574
SAMN06110036,SRP095580,PRJNA319574
SAMN06110098,SRP095580,PRJNA319574
SAMN06110178,SRP095580,PRJNA319574
SAMN06110460,SRP095580,PRJNA319574
SAMN06110350,SRP095580,PRJNA319574
SAMN06110392,SRP095580,PRJNA319574
SAMN06110383,SRP095580,PRJNA319574
SAMN06110167,SRP095580,PRJNA319574
SAMN06110318,SRP095580,PRJNA319574
SAMN06110402,SRP095580,PRJNA319574
SAMN06110329,SRP095580,PRJNA319574
SAMN06110462,SRP095580,PRJNA319574
SAMN06110126,SRP095580,PRJNA319574
SAMN06110122,SRP095580,PRJNA319574
SAMN06110420,SRP095580,PRJNA319574
SAMN06110007,SRP095580,PRJNA319574
SAMN06110345,SRP095580,PRJNA319574
SAMN06110256,SRP095580,PRJNA319574
SAMN06110322,SRP095580,PRJNA319574
SAMN06110115,SRP095580,PRJNA319574
SAMN06110463,SRP095580,PRJNA319574
SAMN06110052,SRP095580,PRJNA319574
SAMN06110419,SRP095580,PRJNA319574
SAMN06110446,SRP095580,PRJNA319574
SAMN06110059,SRP095580,PRJNA319574
SAMN06110276,SRP095580,PRJNA319574
SAMN06110249,SRP095580,PRJNA319574
SAMN06110439,SRP095580,PRJNA319574
SAMN06110038,SRP095580,PRJNA319574
SAMN06110137,SRP095580,PRJNA319574
SAMN06110102,SRP095580,PRJNA319574
SAMN06110183,SRP095580,PRJNA319574
SAMN06110334,SRP095580,PRJNA319574
SAMN06110451,SRP095580,PRJNA319574
SAMN06110386,SRP095580,PRJNA319574
SAMN06110193,SRP095580,PRJNA319574
SAMN06110029,SRP095580,PRJNA319574
SAMN06110465,SRP095580,PRJNA319574
SAMN06110410,SRP095580,PRJNA319574
SAMN06110186,SRP095580,PRJNA319574
SAMN06110259,SRP095580,PRJNA319574
SAMN06110174,SRP095580,PRJNA319574
SAMN06110434,SRP095580,PRJNA319574
SAMN06110370,SRP095580,PRJNA319574
SAMN06110199,SRP095580,PRJNA319574
SAMN06110015,SRP095580,PRJNA319574
SAMN06110300,SRP095580,PRJNA319574
SAMN06110226,SRP095580,PRJNA319574
SAMN06110074,SRP095580,PRJNA319574
SAMN06110069,SRP095580,PRJNA319574
SAMN06110344,SRP095580,PRJNA319574
SAMN06110235,SRP095580,PRJNA319574
SAMN06110241,SRP095580,PRJNA319574
SAMN06110435,SRP095580,PRJNA319574
SAMN06110083,SRP095580,PRJNA319574
SAMN06110063,SRP095580,PRJNA319574
SAMN06110055,SRP095580,PRJNA319574
SAMN06110388,SRP095580,PRJNA319574
SAMN06110179,SRP095580,PRJNA319574
SAMN06110101,SRP095580,PRJNA319574
SAMN06110140,SRP095580,PRJNA319574
SAMN06110229,SRP095580,PRJNA319574
SAMN06110141,SRP095580,PRJNA319574
SAMN06110372,SRP095580,PRJNA319574
SAMN06110125,SRP095580,PRJNA319574
SAMN06110164,SRP095580,PRJNA319574
SAMN06110028,SRP095580,PRJNA319574
SAMN06110358,SRP095580,PRJNA319574
SAMN06110468,SRP095580,PRJNA319574
SAMN06110369,SRP095580,PRJNA319574
SAMN06110157,SRP095580,PRJNA319574
SAMN06110030,SRP095580,PRJNA319574
SAMN06110162,SRP095580,PRJNA319574
SAMN06110152,SRP095580,PRJNA319574
SAMN06110381,SRP095580,PRJNA319574
SAMN06110267,SRP095580,PRJNA319574
SAMN06110437,SRP095580,PRJNA319574
SAMN06110131,SRP095580,PRJNA319574
SAMN06110312,SRP095580,PRJNA319574
SAMN06110408,SRP095580,PRJNA319574
SAMN06110373,SRP095580,PRJNA319574
SAMN06110275,SRP095580,PRJNA319574
SAMN06110297,SRP095580,PRJNA319574
SAMN06110148,SRP095580,PRJNA319574
SAMN06110314,SRP095580,PRJNA319574
SAMN06110092,SRP095580,PRJNA319574
SAMN06110261,SRP095580,PRJNA319574
SAMN06110085,SRP095580,PRJNA319574
SAMN06110429,SRP095580,PRJNA319574
SAMN06110427,SRP095580,PRJNA319574
SAMN06110056,SRP095580,PRJNA319574
SAMN06110114,SRP095580,PRJNA319574
SAMN06110346,SRP095580,PRJNA319574
SAMN06110444,SRP095580,PRJNA319574
SAMN06110068,SRP095580,PRJNA319574
SAMN06110377,SRP095580,PRJNA319574
SAMN06110336,SRP095580,PRJNA319574
SAMN06110034,SRP095580,PRJNA319574
SAMN06110158,SRP095580,PRJNA319574
SAMN06110000,SRP095580,PRJNA319574
SAMN06110417,SRP095580,PRJNA319574
SAMN06110151,SRP095580,PRJNA319574
SAMN06165266,SRP096283,PRJNA354235
SAMN06165219,SRP096283,PRJNA354235
SAMN06165010,SRP096283,PRJNA354235
SAMN06164852,SRP096283,PRJNA354235
SAMN06165172,SRP096283,PRJNA354235
SAMN06164640,SRP096283,PRJNA354235
SAMN06164549,SRP096283,PRJNA354235
SAMN06164916,SRP096283,PRJNA354235
SAMN06164487,SRP096283,PRJNA354235
SAMN06164598,SRP096283,PRJNA354235
SAMN06164862,SRP096283,PRJNA354235
SAMN06165006,SRP096283,PRJNA354235
SAMN06165267,SRP096283,PRJNA354235
SAMN06165682,SRP096283,PRJNA354235
SAMN06165606,SRP096283,PRJNA354235
SAMN06164878,SRP096283,PRJNA354235
SAMN06164771,SRP096283,PRJNA354235
SAMN06164867,SRP096283,PRJNA354235
SAMN06164472,SRP096283,PRJNA354235
SAMN06164393,SRP096283,PRJNA354235
SAMN06165277,SRP096283,PRJNA354235
SAMN06164802,SRP096283,PRJNA354235
SAMN06164555,SRP096283,PRJNA354235
SAMN06165190,SRP096283,PRJNA354235
SAMN06164684,SRP096283,PRJNA354235
SAMN06164660,SRP096283,PRJNA354235
SAMN06165108,SRP096283,PRJNA354235
SAMN06164673,SRP096283,PRJNA354235
SAMN06164590,SRP096283,PRJNA354235
SAMN06164729,SRP096283,PRJNA354235
SAMN06164865,SRP096283,PRJNA354235
SAMN06164401,SRP096283,PRJNA354235
SAMN06165065,SRP096283,PRJNA354235
SAMN06164860,SRP096283,PRJNA354235
SAMN06165021,SRP096283,PRJNA354235
SAMN06164550,SRP096283,PRJNA354235
SAMN06164893,SRP096283,PRJNA354235
SAMN06165639,SRP096283,PRJNA354235
SAMN06165334,SRP096283,PRJNA354235
SAMN06164749,SRP096283,PRJNA354235
SAMN06164681,SRP096283,PRJNA354235
SAMN06164482,SRP096283,PRJNA354235
SAMN06165636,SRP096283,PRJNA354235
SAMN06165541,SRP096283,PRJNA354235
SAMN06165681,SRP096283,PRJNA354235
SAMN06165069,SRP096283,PRJNA354235
SAMN06164817,SRP096283,PRJNA354235
SAMN06164511,SRP096283,PRJNA354235
SAMN06164713,SRP096283,PRJNA354235
SAMN06164763,SRP096283,PRJNA354235
SAMN06164926,SRP096283,PRJNA354235
SAMN06165074,SRP096283,PRJNA354235
SAMN06165221,SRP096283,PRJNA354235
SAMN06164799,SRP096283,PRJNA354235
SAMN06165637,SRP096283,PRJNA354235
SAMN06164843,SRP096283,PRJNA354235
SAMN06165547,SRP096283,PRJNA354235
SAMN06165647,SRP096283,PRJNA354235
SAMN06165245,SRP096283,PRJNA354235
SAMN06165595,SRP096283,PRJNA354235
SAMN06164591,SRP096283,PRJNA354235
SAMN06165635,SRP096283,PRJNA354235
SAMN06164724,SRP096283,PRJNA354235
SAMN06165679,SRP096283,PRJNA354235
SAMN06165693,SRP096283,PRJNA354235
SAMN06164560,SRP096283,PRJNA354235
SAMN06164752,SRP096283,PRJNA354235
SAMN06165159,SRP096283,PRJNA354235
SAMN06164443,SRP096283,PRJNA354235
SAMN06164615,SRP096283,PRJNA354235
SAMN06165182,SRP096283,PRJNA354235
SAMN06164689,SRP096283,PRJNA354235
SAMN06164844,SRP096283,PRJNA354235
SAMN06164483,SRP096283,PRJNA354235
SAMN06164454,SRP096283,PRJNA354235
SAMN06165652,SRP096283,PRJNA354235
SAMN06165169,SRP096283,PRJNA354235
SAMN06164398,SRP096283,PRJNA354235
SAMN06165567,SRP096283,PRJNA354235
SAMN06164623,SRP096283,PRJNA354235
SAMN06164842,SRP096283,PRJNA354235
SAMN06164455,SRP096283,PRJNA354235
SAMN06165070,SRP096283,PRJNA354235
SAMN06164477,SRP096283,PRJNA354235
SAMN06164570,SRP096283,PRJNA354235
SAMN06164566,SRP096283,PRJNA354235
SAMN06164620,SRP096283,PRJNA354235
SAMN06164722,SRP096283,PRJNA354235
SAMN06164601,SRP096283,PRJNA354235
SAMN06164748,SRP096283,PRJNA354235
SAMN06164811,SRP096283,PRJNA354235
SAMN06164445,SRP096283,PRJNA354235
SAMN06164467,SRP096283,PRJNA354235
SAMN06164416,SRP096283,PRJNA354235
SAMN06164457,SRP096283,PRJNA354235
SAMN06164403,SRP096283,PRJNA354235
SAMN06165170,SRP096283,PRJNA354235
SAMN06165333,SRP096283,PRJNA354235
SAMN06164418,SRP096283,PRJNA354235
SAMN06164474,SRP096283,PRJNA354235
SAMN06165658,SRP096283,PRJNA354235
SAMN06165011,SRP096283,PRJNA354235
SAMN06164839,SRP096283,PRJNA354235
SAMN06164554,SRP096283,PRJNA354235
SAMN06164738,SRP096283,PRJNA354235
SAMN06164603,SRP096283,PRJNA354235
SAMN06165562,SRP096283,PRJNA354235
SAMN06164856,SRP096283,PRJNA354235
SAMN06165668,SRP096283,PRJNA354235
SAMN06165552,SRP096283,PRJNA354235
SAMN06165701,SRP096283,PRJNA354235
SAMN06165317,SRP096283,PRJNA354235
SAMN06165598,SRP096283,PRJNA354235
SAMN06165287,SRP096283,PRJNA354235
SAMN06164606,SRP096283,PRJNA354235
SAMN06164671,SRP096283,PRJNA354235
SAMN06165020,SRP096283,PRJNA354235
SAMN06164576,SRP096283,PRJNA354235
SAMN06164434,SRP096283,PRJNA354235
SAMN06164423,SRP096283,PRJNA354235
SAMN06164647,SRP096283,PRJNA354235
SAMN06164517,SRP096283,PRJNA354235
SAMN06165218,SRP096283,PRJNA354235
SAMN06165003,SRP096283,PRJNA354235
SAMN06164612,SRP096283,PRJNA354235
SAMN06165103,SRP096283,PRJNA354235
SAMN06164858,SRP096283,PRJNA354235
SAMN06165548,SRP096283,PRJNA354235
SAMN06164435,SRP096283,PRJNA354235
SAMN06164587,SRP096283,PRJNA354235
SAMN06164575,SRP096283,PRJNA354235
SAMN06164823,SRP096283,PRJNA354235
SAMN06164546,SRP096283,PRJNA354235
SAMN06165649,SRP096283,PRJNA354235
SAMN06164777,SRP096283,PRJNA354235
SAMN06164793,SRP096283,PRJNA354235
SAMN06164773,SRP096283,PRJNA354235
SAMN06164679,SRP096283,PRJNA354235
SAMN06164783,SRP096283,PRJNA354235
SAMN06164504,SRP096283,PRJNA354235
SAMN06164562,SRP096283,PRJNA354235
SAMN06165198,SRP096283,PRJNA354235
SAMN06165335,SRP096283,PRJNA354235
SAMN06164832,SRP096283,PRJNA354235
SAMN06165142,SRP096283,PRJNA354235
SAMN06165315,SRP096283,PRJNA354235
SAMN06165666,SRP096283,PRJNA354235
SAMN06164450,SRP096283,PRJNA354235
SAMN06164533,SRP096283,PRJNA354235
SAMN06164941,SRP096283,PRJNA354235
SAMN06165249,SRP096283,PRJNA354235
SAMN06165204,SRP096283,PRJNA354235
SAMN06164476,SRP096283,PRJNA354235
SAMN06165265,SRP096283,PRJNA354235
SAMN06165603,SRP096283,PRJNA354235
SAMN06164624,SRP096283,PRJNA354235
SAMN06164736,SRP096283,PRJNA354235
SAMN06164784,SRP096283,PRJNA354235
SAMN06164589,SRP096283,PRJNA354235
SAMN06165695,SRP096283,PRJNA354235
SAMN06164541,SRP096283,PRJNA354235
SAMN06164820,SRP096283,PRJNA354235
SAMN06165672,SRP096283,PRJNA354235
SAMN06165620,SRP096283,PRJNA354235
SAMN06165687,SRP096283,PRJNA354235
SAMN06165560,SRP096283,PRJNA354235
SAMN06165543,SRP096283,PRJNA354235
SAMN06165589,SRP096283,PRJNA354235
SAMN06165609,SRP096283,PRJNA354235
SAMN06164950,SRP096283,PRJNA354235
SAMN06165270,SRP096283,PRJNA354235
SAMN06164552,SRP096283,PRJNA354235
SAMN06164669,SRP096283,PRJNA354235
SAMN06164948,SRP096283,PRJNA354235
SAMN06164955,SRP096283,PRJNA354235
SAMN06164522,SRP096283,PRJNA354235
SAMN06164956,SRP096283,PRJNA354235
SAMN06165152,SRP096283,PRJNA354235
SAMN06164690,SRP096283,PRJNA354235
SAMN06164953,SRP096283,PRJNA354235
SAMN06164785,SRP096283,PRJNA354235
SAMN06165199,SRP096283,PRJNA354235
SAMN06165694,SRP096283,PRJNA354235
SAMN06164444,SRP096283,PRJNA354235
SAMN06165209,SRP096283,PRJNA354235
SAMN06164914,SRP096283,PRJNA354235
SAMN06165657,SRP096283,PRJNA354235
SAMN06165339,SRP096283,PRJNA354235
SAMN06165048,SRP096283,PRJNA354235
SAMN06164889,SRP096283,PRJNA354235
SAMN06164658,SRP096283,PRJNA354235
SAMN06165009,SRP096283,PRJNA354235
SAMN06164753,SRP096283,PRJNA354235
SAMN06165149,SRP096283,PRJNA354235
SAMN06164765,SRP096283,PRJNA354235
SAMN06165569,SRP096283,PRJNA354235
SAMN06164486,SRP096283,PRJNA354235
SAMN06164836,SRP096283,PRJNA354235
SAMN06164855,SRP096283,PRJNA354235
SAMN06164814,SRP096283,PRJNA354235
SAMN06164947,SRP096283,PRJNA354235
SAMN06164997,SRP096283,PRJNA354235
SAMN06165633,SRP096283,PRJNA354235
SAMN06164850,SRP096283,PRJNA354235
SAMN06165197,SRP096283,PRJNA354235
SAMN06165278,SRP096283,PRJNA354235
SAMN06164539,SRP096283,PRJNA354235
SAMN06165081,SRP096283,PRJNA354235
SAMN06164938,SRP096283,PRJNA354235
SAMN06164897,SRP096283,PRJNA354235
SAMN06165077,SRP096283,PRJNA354235
SAMN06165685,SRP096283,PRJNA354235
SAMN06164479,SRP096283,PRJNA354235
SAMN06165697,SRP096283,PRJNA354235
SAMN06165655,SRP096283,PRJNA354235
SAMN06164599,SRP096283,PRJNA354235
SAMN06165542,SRP096283,PRJNA354235
SAMN06165662,SRP096283,PRJNA354235
SAMN06165665,SRP096283,PRJNA354235
SAMN06164741,SRP096283,PRJNA354235
SAMN06164864,SRP096283,PRJNA354235
SAMN06164756,SRP096283,PRJNA354235
SAMN06165325,SRP096283,PRJNA354235
SAMN06164422,SRP096283,PRJNA354235
SAMN06164790,SRP096283,PRJNA354235
SAMN06164557,SRP096283,PRJNA354235
SAMN06164963,SRP096283,PRJNA354235
SAMN06165015,SRP096283,PRJNA354235
SAMN06164512,SRP096283,PRJNA354235
SAMN06164452,SRP096283,PRJNA354235
SAMN06165124,SRP096283,PRJNA354235
SAMN06165663,SRP096283,PRJNA354235
SAMN06165083,SRP096283,PRJNA354235
SAMN06164686,SRP096283,PRJNA354235
SAMN06164466,SRP096283,PRJNA354235
SAMN06164757,SRP096283,PRJNA354235
SAMN06164400,SRP096283,PRJNA354235
SAMN06164706,SRP096283,PRJNA354235
SAMN06164851,SRP096283,PRJNA354235
SAMN06164634,SRP096283,PRJNA354235
SAMN06165162,SRP096283,PRJNA354235
SAMN06164515,SRP096283,PRJNA354235
SAMN06165225,SRP096283,PRJNA354235
SAMN06164982,SRP096283,PRJNA354235
SAMN06164759,SRP096283,PRJNA354235
SAMN06164826,SRP096283,PRJNA354235
SAMN06164489,SRP096283,PRJNA354235
SAMN06165045,SRP096283,PRJNA354235
SAMN06164853,SRP096283,PRJNA354235
SAMN06164886,SRP096283,PRJNA354235
SAMN06164537,SRP096283,PRJNA354235
SAMN06164774,SRP096283,PRJNA354235
SAMN06165106,SRP096283,PRJNA354235
SAMN06164937,SRP096283,PRJNA354235
SAMN06165706,SRP096283,PRJNA354235
SAMN06164800,SRP096283,PRJNA354235
SAMN06165097,SRP096283,PRJNA354235
SAMN06164582,SRP096283,PRJNA354235
SAMN06165140,SRP096283,PRJNA354235
SAMN06164696,SRP096283,PRJNA354235
SAMN06165644,SRP096283,PRJNA354235
SAMN06165545,SRP096283,PRJNA354235
SAMN06164699,SRP096283,PRJNA354235
SAMN06165342,SRP096283,PRJNA354235
SAMN06165167,SRP096283,PRJNA354235
SAMN06164766,SRP096283,PRJNA354235
SAMN06164578,SRP096283,PRJNA354235
SAMN06165012,SRP096283,PRJNA354235
SAMN06164468,SRP096283,PRJNA354235
SAMN06164544,SRP096283,PRJNA354235
SAMN06165616,SRP096283,PRJNA354235
SAMN06164657,SRP096283,PRJNA354235
SAMN06164981,SRP096283,PRJNA354235
SAMN06165638,SRP096283,PRJNA354235
SAMN06165544,SRP096283,PRJNA354235
SAMN06164602,SRP096283,PRJNA354235
SAMN06165615,SRP096283,PRJNA354235
SAMN06165546,SRP096283,PRJNA354235
SAMN06165660,SRP096283,PRJNA354235
SAMN06165628,SRP096283,PRJNA354235
SAMN06164809,SRP096283,PRJNA354235
SAMN06164470,SRP096283,PRJNA354235
SAMN06164845,SRP096283,PRJNA354235
SAMN06164530,SRP096283,PRJNA354235
SAMN06165206,SRP096283,PRJNA354235
SAMN06164818,SRP096283,PRJNA354235
SAMN06164626,SRP096283,PRJNA354235
SAMN06165181,SRP096283,PRJNA354235
SAMN06164998,SRP096283,PRJNA354235
SAMN06164767,SRP096283,PRJNA354235
SAMN06164545,SRP096283,PRJNA354235
SAMN06164870,SRP096283,PRJNA354235
SAMN06165252,SRP096283,PRJNA354235
SAMN06164585,SRP096283,PRJNA354235
SAMN06164751,SRP096283,PRJNA354235
SAMN06165085,SRP096283,PRJNA354235
SAMN06164780,SRP096283,PRJNA354235
SAMN06165099,SRP096283,PRJNA354235
SAMN06164804,SRP096283,PRJNA354235
SAMN06164983,SRP096283,PRJNA354235
SAMN06164520,SRP096283,PRJNA354235
SAMN06165585,SRP096283,PRJNA354235
SAMN06165030,SRP096283,PRJNA354235
SAMN06164519,SRP096283,PRJNA354235
SAMN06164872,SRP096283,PRJNA354235
SAMN06164721,SRP096283,PRJNA354235
SAMN06165231,SRP096283,PRJNA354235
SAMN06164980,SRP096283,PRJNA354235
SAMN06164408,SRP096283,PRJNA354235
SAMN06164954,SRP096283,PRJNA354235
SAMN06164896,SRP096283,PRJNA354235
SAMN06164542,SRP096283,PRJNA354235
SAMN06164830,SRP096283,PRJNA354235
SAMN06165319,SRP096283,PRJNA354235
SAMN06164849,SRP096283,PRJNA354235
SAMN06165119,SRP096283,PRJNA354235
SAMN06164675,SRP096283,PRJNA354235
SAMN06165601,SRP096283,PRJNA354235
SAMN06165053,SRP096283,PRJNA354235
SAMN06165051,SRP096283,PRJNA354235
SAMN06164782,SRP096283,PRJNA354235
SAMN06164691,SRP096283,PRJNA354235
SAMN06164492,SRP096283,PRJNA354235
SAMN06165022,SRP096283,PRJNA354235
SAMN06164415,SRP096283,PRJNA354235
SAMN06164754,SRP096283,PRJNA354235
SAMN06165047,SRP096283,PRJNA354235
SAMN06164446,SRP096283,PRJNA354235
SAMN06164632,SRP096283,PRJNA354235
SAMN06165670,SRP096283,PRJNA354235
SAMN06164704,SRP096283,PRJNA354235
SAMN06164801,SRP096283,PRJNA354235
SAMN06164651,SRP096283,PRJNA354235
SAMN06164854,SRP096283,PRJNA354235
SAMN06165096,SRP096283,PRJNA354235
SAMN06165080,SRP096283,PRJNA354235
SAMN06165712,SRP096283,PRJNA354235
SAMN06164648,SRP096283,PRJNA354235
SAMN06164558,SRP096283,PRJNA354235
SAMN06165538,SRP096283,PRJNA354235
SAMN06165594,SRP096283,PRJNA354235
SAMN06165643,SRP096283,PRJNA354235
SAMN06165553,SRP096283,PRJNA354235
SAMN06165618,SRP096283,PRJNA354235
SAMN06165587,SRP096283,PRJNA354235
SAMN06165570,SRP096283,PRJNA354235
SAMN06165683,SRP096283,PRJNA354235
SAMN06165597,SRP096283,PRJNA354235
SAMN06164459,SRP096283,PRJNA354235
SAMN06164425,SRP096283,PRJNA354235
SAMN06164915,SRP096283,PRJNA354235
SAMN06164764,SRP096283,PRJNA354235
SAMN06165236,SRP096283,PRJNA354235
SAMN06164654,SRP096283,PRJNA354235
SAMN06165202,SRP096283,PRJNA354235
SAMN06164463,SRP096283,PRJNA354235
SAMN06164861,SRP096283,PRJNA354235
SAMN06164665,SRP096283,PRJNA354235
SAMN06165161,SRP096283,PRJNA354235
SAMN06165605,SRP096283,PRJNA354235
SAMN06164677,SRP096283,PRJNA354235
SAMN06165324,SRP096283,PRJNA354235
SAMN06164885,SRP096283,PRJNA354235
SAMN06165313,SRP096283,PRJNA354235
SAMN06164734,SRP096283,PRJNA354235
SAMN06164813,SRP096283,PRJNA354235
SAMN06164475,SRP096283,PRJNA354235
SAMN06165576,SRP096283,PRJNA354235
SAMN06165288,SRP096283,PRJNA354235
SAMN06164621,SRP096283,PRJNA354235
SAMN06164406,SRP096283,PRJNA354235
SAMN06165109,SRP096283,PRJNA354235
SAMN06164618,SRP096283,PRJNA354235
SAMN06165253,SRP096283,PRJNA354235
SAMN06165540,SRP096283,PRJNA354235
SAMN06164485,SRP096283,PRJNA354235
SAMN06164563,SRP096283,PRJNA354235
SAMN06164631,SRP096283,PRJNA354235
SAMN06165579,SRP096283,PRJNA354235
SAMN06164810,SRP096283,PRJNA354235
SAMN06165677,SRP096283,PRJNA354235
SAMN06164835,SRP096283,PRJNA354235
SAMN06164863,SRP096283,PRJNA354235
SAMN06164781,SRP096283,PRJNA354235
SAMN06165690,SRP096283,PRJNA354235
SAMN06164737,SRP096283,PRJNA354235
SAMN06165619,SRP096283,PRJNA354235
SAMN06165014,SRP096283,PRJNA354235
SAMN06165279,SRP096283,PRJNA354235
SAMN06164464,SRP096283,PRJNA354235
SAMN06164666,SRP096283,PRJNA354235
SAMN06165608,SRP096283,PRJNA354235
SAMN06165599,SRP096283,PRJNA354235
SAMN06165273,SRP096283,PRJNA354235
SAMN06165578,SRP096283,PRJNA354235
SAMN06165584,SRP096283,PRJNA354235
SAMN06165623,SRP096283,PRJNA354235
SAMN06165648,SRP096283,PRJNA354235
SAMN06164819,SRP096283,PRJNA354235
SAMN06165673,SRP096283,PRJNA354235
SAMN06165708,SRP096283,PRJNA354235
SAMN06165686,SRP096283,PRJNA354235
SAMN06165691,SRP096283,PRJNA354235
SAMN06164431,SRP096283,PRJNA354235
SAMN06164535,SRP096283,PRJNA354235
SAMN06164460,SRP096283,PRJNA354235
SAMN06164808,SRP096283,PRJNA354235
SAMN06164488,SRP096283,PRJNA354235
SAMN06164662,SRP096283,PRJNA354235
SAMN06164807,SRP096283,PRJNA354235
SAMN06165049,SRP096283,PRJNA354235
SAMN06164972,SRP096283,PRJNA354235
SAMN06164438,SRP096283,PRJNA354235
SAMN06165247,SRP096283,PRJNA354235
SAMN06164579,SRP096283,PRJNA354235
SAMN06164822,SRP096283,PRJNA354235
SAMN06164695,SRP096283,PRJNA354235
SAMN06165068,SRP096283,PRJNA354235
SAMN06165557,SRP096283,PRJNA354235
SAMN06165234,SRP096283,PRJNA354235
SAMN06165612,SRP096283,PRJNA354235
SAMN06165121,SRP096283,PRJNA354235
SAMN06164667,SRP096283,PRJNA354235
SAMN06165138,SRP096283,PRJNA354235
SAMN06164441,SRP096283,PRJNA354235
SAMN06164890,SRP096283,PRJNA354235
SAMN06164392,SRP096283,PRJNA354235
SAMN06164803,SRP096283,PRJNA354235
SAMN06164668,SRP096283,PRJNA354235
SAMN06164534,SRP096283,PRJNA354235
SAMN06164705,SRP096283,PRJNA354235
SAMN06165157,SRP096283,PRJNA354235
SAMN06165139,SRP096283,PRJNA354235
SAMN06165082,SRP096283,PRJNA354235
SAMN06164716,SRP096283,PRJNA354235
SAMN06164518,SRP096283,PRJNA354235
SAMN06164659,SRP096283,PRJNA354235
SAMN06165676,SRP096283,PRJNA354235
SAMN06165143,SRP096283,PRJNA354235
SAMN06164733,SRP096283,PRJNA354235
SAMN06165592,SRP096283,PRJNA354235
SAMN06165661,SRP096283,PRJNA354235
SAMN06165629,SRP096283,PRJNA354235
SAMN06165719,SRP096283,PRJNA354235
SAMN06165577,SRP096283,PRJNA354235
SAMN06165539,SRP096283,PRJNA354235
SAMN06164788,SRP096283,PRJNA354235
SAMN06165210,SRP096283,PRJNA354235
SAMN06165318,SRP096283,PRJNA354235
SAMN06164505,SRP096283,PRJNA354235
SAMN06165284,SRP096283,PRJNA354235
SAMN06164701,SRP096283,PRJNA354235
SAMN06164449,SRP096283,PRJNA354235
SAMN06165145,SRP096283,PRJNA354235
SAMN06164979,SRP096283,PRJNA354235
SAMN06165336,SRP096283,PRJNA354235
SAMN06165184,SRP096283,PRJNA354235
SAMN06165329,SRP096283,PRJNA354235
SAMN06165207,SRP096283,PRJNA354235
SAMN06164413,SRP096283,PRJNA354235
SAMN06164769,SRP096283,PRJNA354235
SAMN06165680,SRP096283,PRJNA354235
SAMN06164877,SRP096283,PRJNA354235
SAMN06164730,SRP096283,PRJNA354235
SAMN06164480,SRP096283,PRJNA354235
SAMN06165208,SRP096283,PRJNA354235
SAMN06164787,SRP096283,PRJNA354235
SAMN06165156,SRP096283,PRJNA354235
SAMN06164874,SRP096283,PRJNA354235
SAMN06165217,SRP096283,PRJNA354235
SAMN06164703,SRP096283,PRJNA354235
SAMN06165593,SRP096283,PRJNA354235
SAMN06164510,SRP096283,PRJNA354235
SAMN06164484,SRP096283,PRJNA354235
SAMN06165640,SRP096283,PRJNA354235
SAMN06164951,SRP096283,PRJNA354235
SAMN06165246,SRP096283,PRJNA354235
SAMN06165007,SRP096283,PRJNA354235
SAMN06165561,SRP096283,PRJNA354235
SAMN06164712,SRP096283,PRJNA354235
SAMN06164687,SRP096283,PRJNA354235
SAMN06164605,SRP096283,PRJNA354235
SAMN06164395,SRP096283,PRJNA354235
SAMN06164424,SRP096283,PRJNA354235
SAMN06165222,SRP096283,PRJNA354235
SAMN06164744,SRP096283,PRJNA354235
SAMN06165054,SRP096283,PRJNA354235
SAMN06165632,SRP096283,PRJNA354235
SAMN06165684,SRP096283,PRJNA354235
SAMN06164447,SRP096283,PRJNA354235
SAMN06165588,SRP096283,PRJNA354235
SAMN06165656,SRP096283,PRJNA354235
SAMN06165610,SRP096283,PRJNA354235
SAMN06165689,SRP096283,PRJNA354235
SAMN06165653,SRP096283,PRJNA354235
SAMN06165107,SRP096283,PRJNA354235
SAMN06164710,SRP096283,PRJNA354235
SAMN06165150,SRP096283,PRJNA354235
SAMN06164958,SRP096283,PRJNA354235
SAMN06165155,SRP096283,PRJNA354235
SAMN06164894,SRP096283,PRJNA354235
SAMN06164580,SRP096283,PRJNA354235
SAMN06164607,SRP096283,PRJNA354235
SAMN06164775,SRP096283,PRJNA354235
SAMN06164405,SRP096283,PRJNA354235
SAMN06164465,SRP096283,PRJNA354235
